"Data Source","World Development Indicators",

"Last Updated Date","2024-03-28",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023",
"Bahamas, The","BHS","Gross savings (% of GDP)","NY.GNS.ICTR.ZS","","","","","","","","","","","","","","","","","","15.8345021037868","9.63479096588179","9.61572998633708","15.7642477345915","13.1861128636523","19.730089336628","21.4566020313943","13.7131938660526","17.0164138844493","16.958543983822","17.4907854639199","","19.8076420640105","19.0341124447252","14.5183789969015","19.3888710196205","17.0624191461837","16.414851181344","31.7861913094197","39.5778775284012","28.8195870102142","27.552456967579","33.8328508941458","32.6849106107","28.7439151798005","32.1215395849191","31.2022764143318","32.7007749061598","29.8343575771131","26.5970641028793","27.7937982773202","26.5874543891317","25.3463247698849","23.4483585188237","20.5686538337413","20.8382149919779","19.5838295416286","18.8270188161151","19.7628848788459","21.9468848197221","15.9017349639366","14.7040980597158","21.0517849452855","11.3587096111578","11.0943792007009","13.3006461177912","",
"Bosnia and Herzegovina","BIH","Gross savings (% of GDP)","NY.GNS.ICTR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.6117394833228","8.88081005711261","6.492283394587","3.6791190030456","12.9019529626846","7.84347524748934","10.844637336665","13.2805758432199","11.450203606897","9.47968502314466","8.6490274126398","7.99008528940704","6.64458546190717","8.6579213826072","9.55276693132152","11.7478642629283","13.4825753360564","15.5979000026266","18.2239260900454","20.1423954197798","17.8574903496754","21.8790790429422","23.4923310612558","",
"Belarus","BLR","Gross savings (% of GDP)","NY.GNS.ICTR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","25.6986802030457","20.1091047040971","20.8631088193867","20.1705075610277","23.0284502358041","22.8666969541174","22.8022718620624","24.4121446057501","21.7175599189435","20.6357184208613","22.8773740509999","26.8988709228313","27.9556214338737","29.5582572621646","29.1343864857104","30.5020749698746","26.0401502449481","26.855278458201","32.7221056205959","31.2365036164894","28.4371094658698","27.4692015971903","28.9084719451674","26.4034552557689","28.0169008019064","29.1581562138653","27.8226202208087","27.4698602851303","29.6628454693963","26.3234970229954","",
"Belize","BLZ","Gross savings (% of GDP)","NY.GNS.ICTR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","46.7624534566795","44.0716920354624","48.8438113126902","50.5046965221326","47.7427121796887","47.7268457086196","62.3200676485426","60.480233037172","35.3900118618592","36.3568873465293","31.9627381403895","32.2781594374162","29.9112065320127","23.7068476760813","21.6096871734864","22.8146899352595","27.0473910601463","20.6932876532271","19.069596338047","16.8777996400937","18.14736868765","21.1096805869348","26.6531882601785","25.8992340411475","24.5140365451441","25.8047303994108","23.189924184541","25.4400958298948","23.7102931750625","21.5315509367976","21.7689071728988","23.9774268282647","24.584687548761","22.11724159792","19.5010538007234","20.0496560583025","27.4207890529846","26.0714548269851","23.1350203744004","",
"Bermuda","BMU","Gross savings (% of GDP)","NY.GNS.ICTR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","38.4941076815274","36.9506427182984","39.4063163251672","40.0489979316604","39.633283287671","39.9472049577267","39.3197532868767","40.4828383328915","40.3416242493595","38.4467784157704","39.2745574883443","40.7394562577896","","",
"Bolivia","BOL","Gross savings (% of GDP)","NY.GNS.ICTR.ZS","","","","","","","","","","","","","","","","","16.3310315181005","14.6720072467134","14.8691005558363","14.6219624575989","14.1852739383351","10.5299896807819","8.62382020275611","12.7510695089373","12.1579009419053","10.1611710871038","3.77061941536739","4.77028739488878","6.79282716100168","8.61377246636855","9.54598822994396","8.88436369099615","8.48055471684708","7.79874752408312","10.1995658405138","11.1687866429488","12.0692119574197","12.5821384941011","12.8221614583318","10.6574707192067","11.015088389058","11.2562326129472","12.2970671538308","14.4857196861302","17.0466463487091","19.8824834090392","26.5822447859125","28.6360975062624","28.9832809693897","22.8998872468004","24.8491394995017","26.3174175698526","25.6940564279268","23.8909396636319","20.7894777941917","14.2169253750568","15.4200514159047","16.0570289277362","16.1277862591369","14.1949288826565","12.4819914555091","13.84929322815","13.9160771867495","",
"Brazil","BRA","Gross savings (% of GDP)","NY.GNS.ICTR.ZS","","","","","","","","","","","","","","","","20.589150450095","19.138175338353","19.7281423969613","19.4844432082761","18.3308500903083","17.6289205043587","18.9677152330605","15.8825989630266","14.2172901372116","17.4026640665684","20.1134498870291","17.8703244393123","22.6365798164946","25.6241269204035","35.8069709271739","18.9212616762679","18.6626613144014","20.0918294592414","20.1848381777314","19.097427357209","14.4393627074231","14.0413210161005","13.711158574772","13.8904529394102","12.7369014512502","13.9917031283152","13.59459737532","15.4058722696436","16.4179418086704","18.8550188616847","18.1140955523946","18.4098163559546","19.3463603261951","19.2268466341592","16.3803650670515","17.8023993797751","18.6012664334304","17.678108528341","18.1516908251896","16.1344050004833","14.5293471784979","13.421753005251","13.5777696868774","12.7074199533443","12.2507958430978","14.7933339204979","17.4018755581044","15.9462977352854","",
"Barbados","BRB","Gross savings (% of GDP)","NY.GNS.ICTR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","28.5336673144555","26.6753702059802","31.4464243681089","31.4115644052231","15.2848737061898","13.7459838544107","14.5131462698007","13.2086732856205","15.1447950862029","9.07341272476452","10.6044427157657","9.78445421391045","12.4260125570729","11.2699491302341","10.6519468050335","8.49327868718285","9.52174062530179","11.8467990341175","8.12492645635875","3.83229641351843","8.15923071298415","13.573064768972","8.24021362742804","7.23614089516291","6.70947740166955","2.08714248597467","4.66062281482466","5.57522530245759","4.96801752345349","5.42890510079267","3.21905856340719","5.5597202504881","","","","","","",
"Brunei Darussalam","BRN","Gross savings (% of GDP)","NY.GNS.ICTR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","42.5073006447248","45.7021735903527","47.1340056222177","46.8903972704258","55.1898519232048","58.5940858991116","54.2116590919823","62.6290787506566","48.6927228559743","60.1503351358713","63.7831760034595","62.9046863621442","60.2790826087481","59.71210939959","57.1183127998809","56.4123453129158","55.336478905704","53.20403449534","53.5533910519229","50.9086353924099","49.7355356875058","50.3825756725294","",
"Bhutan","BTN","Gross savings (% of GDP)","NY.GNS.ICTR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","51.8263058811429","26.7894598559367","34.624430987657","30.8881512650377","34.615229366486","40.5946858996105","48.686732356686","25.0211474141054","30.0225220352514","23.3998129827575","31.1695609993781","32.9057371461737","31.9063975094159","30.7901938345056","24.4424374084714","23.8088543086727","","",
"Botswana","BWA","Gross savings (% of GDP)","NY.GNS.ICTR.ZS","","","","","","","","","","","","","","","","20.2550917422623","21.6692426628315","22.2353743170396","22.7835157003836","29.8039524354229","27.4331453586731","28.8480786350245","27.395818644965","28.9069492275481","25.3530300544549","32.4288649546854","36.2470859372815","38.7028346093129","49.8190595875434","47.4792998463308","41.6478196832379","44.9963936707395","41.3985070702683","43.7392291205474","29.3223179570837","29.0082489748673","36.9132285004332","37.4915168917427","40.527018375815","39.6910310040109","39.441437350485","43.3931771666789","31.4345614045536","35.6783175267552","34.2703729348795","40.4367157036042","41.3462967414585","44.5161040729479","37.0885284549286","27.4240004338427","32.0369221004781","38.6149723777198","36.8743362754926","29.922466445784","36.4426637314615","31.3073044002376","30.1262790301325","30.7962150873379","26.8294543244952","25.9712808960481","24.1340435731161","30.9278846865744","32.4236504551865","",
"Central African Republic","CAF","Gross savings (% of GDP)","NY.GNS.ICTR.ZS","","","","","","","","","","","","","","","","","","7.82927575217748","6.92291156061548","7.5188159910598","1.60572716623735","8.13782706018251","0.970862076697036","7.38290753120526","7.06325438226682","11.4703302619661","8.63092164276609","8.33457116639648","10.5677928275131","11.956715971995","10.8796405158913","9.54117972379999","9.84043918310838","12.5246079825199","15.0921291013147","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Canada","CAN","Gross savings (% of GDP)","NY.GNS.ICTR.ZS","","","","","","","","","","","21.2120018315903","21.2871236946741","21.3187193390859","23.3959995752318","24.287766432265","21.2404310644036","21.8837631156678","20.5988889092706","20.299221587014","22.051404291622","22.1704764957586","22.4920879562004","19.9000197256633","20.0524333635051","20.9120670286039","20.5341919478833","18.9670205444794","20.1667923475428","20.9609933798497","20.1384756223107","17.7598907649728","15.1422078826112","14.0569176510518","14.8838279479694","16.9829901791132","18.9495948122556","19.4615675805776","20.1967340150017","19.7742142760708","21.0958867819622","23.7746280731218","22.635489053482","21.7247371980219","21.943777150402","23.6605040718316","24.4517541390569","24.6172770797873","24.4043195574877","24.2474093054808","18.5200134745716","19.312530097616","20.8571094113825","20.9179512281937","21.5972984025064","22.1484938947536","19.5693636315682","19.1464545719812","19.845280989292","19.5829312304021","20.2616339861192","19.472297156359","23.2655643425035","24.082933875674","",
"Central Europe and the Baltics","CEB","Gross savings (% of GDP)","NY.GNS.ICTR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21.6943942983952","20.6243741389191","20.8895503189769","21.1172187086604","19.6398682177466","20.0063705953226","19.9151517161311","19.1983446468534","18.391358057377","17.8116128672613","18.88878528243","19.4863130907339","20.2281353706306","20.5172381188831","19.5286624161519","19.3483466198546","20.2062149142417","20.0959075233854","21.2323981155068","21.888678671986","22.7657528820495","22.0536222704356","22.1120837894028","22.2373093498936","22.5808810118964","22.6903176720436","22.3476016630367","21.3867177894009","",
"Switzerland","CHE","Gross savings (% of GDP)","NY.GNS.ICTR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","32.7970642486195","32.1038568846503","33.3908076857899","34.2372443342825","34.3471313330954","37.5552589303518","34.4270541206105","32.5772834754882","36.3918706842502","36.6178148512302","38.691297760766","40.5932418185056","35.7624384488965","28.7506590143948","34.599570693122","39.3544124293267","35.2708269698293","36.230980384584","35.5636446054026","33.4207524103889","34.8318008012769","33.6532127923444","31.8219341763601","31.3875168373698","31.0947633467488","30.376989812825","35.250161464456","34.7342447069038","",
"Channel Islands","CHI","Gross savings (% of GDP)","NY.GNS.ICTR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chile","CHL","Gross savings (% of GDP)","NY.GNS.ICTR.ZS","","","","","","","","","","","","","","","","7.55960112499083","14.4222374226185","10.6956984768772","12.0168053094045","12.3431707765849","14.0472953818843","7.88722912275734","2.02302881203147","5.88859842380205","7.032859098102","9.24221332387925","12.1344885606886","17.8621890870948","22.8251644343531","23.8721095585871","23.6651308890194","22.6670015576415","21.8172247032525","21.2469292827856","21.5197558951544","24.2350873583903","25.3183263999425","25.0763597700947","23.3949811241547","22.4833162649822","22.5017242879525","22.9540068833021","23.1216897088298","23.5508571690675","24.4380777726756","25.1173299078502","27.7361085343455","27.6294021392257","24.3059102402755","24.5258482952755","26.4220284852799","21.9752489991609","23.468662090036","22.6663181537866","21.6794794787079","22.7338614190882","21.0878070343258","19.8421251136422","19.6037090592319","19.7668815376064","19.1542996713273","16.960417318628","16.3800108243494","",
"China","CHN","Gross savings (% of GDP)","NY.GNS.ICTR.ZS","","","","","","","","","","","","","","","","","","","","","","","33.7372469040009","33.0961865715651","34.8671658306549","35.2790137765309","35.2502819934002","37.2201881003164","37.9477853389427","35.8505348949688","36.6877030264787","38.4854376423009","40.5692222696145","41.6330081014639","41.6967268900465","39.5300997333568","38.7591241882985","39.7422421819753","38.3470849434673","36.557909454954","35.7395535327972","37.2692973712506","38.8832208940837","42.4135043464598","45.6723673329919","45.9547843099288","48.2605054273627","50.2752262161856","51.7875873835787","50.3730420809638","51.3267135751621","49.2333282506461","48.6653634059826","47.3783915437492","47.615818412864","45.4175894320337","44.3806614380728","44.9050475037892","44.4857479860413","43.773027958978","43.9264166559801","45.4706846353457","46.0174346347321","",
"Cote d'Ivoire","CIV","Gross savings (% of GDP)","NY.GNS.ICTR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-18.7529234404297","-18.2668800999312","-19.9029744738581","-13.9842171964699","-12.2345587093532","-11.3676331470072","-12.4490286905454","-9.90077029120351","-8.31457866229119","22.7890998183122","22.4328292531845","22.4314675669904","19.2374427002874","17.8686420076839","19.5819105275383","16.6352616796286","17.3654750912581","","",
"Cameroon","CMR","Gross savings (% of GDP)","NY.GNS.ICTR.ZS","","","","","","","","","","","","","","","","","","4.10184383970595","18.2519466003901","15.5710231789618","5.22803477139769","9.51094203306662","23.3469799285485","21.355787395286","24.7633833158529","23.3328443467148","23.8733182514754","18.9413574407329","19.7179536323966","17.7858480125253","16.186768646358","15.4191388501839","11.0661064788538","16.0822697834362","18.0380846444125","19.685051116413","16.4031379274696","17.5582211509894","17.3354868353852","16.5423792064384","14.3814847242805","12.1578248619273","11.9117561374488","14.1909855942306","16.9174774511021","16.8703751691811","19.3203219611511","18.8859630084239","17.5165349060879","16.141050285621","15.2982040138084","15.5209984441106","15.1144446344414","15.3212022747135","16.3062774068097","14.3156939343018","16.4547133374642","16.2917061967263","15.7064297377812","14.3989578074254","13.2399625138737","13.9459546991264","15.2404719311472","",
"Congo, Dem. Rep.","COD","Gross savings (% of GDP)","NY.GNS.ICTR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.36242175323211","11.8250328984857","13.0705812045958","3.45318664605106","8.54363616285728","19.9403579524423","19.1681383413157","8.15800079990761","12.5392497517726","15.3931346883369","12.3090628509051","10.8543723268752","21.6499452975083","15.8415952108928","14.4877079485832","22.4417790026889","26.4590790478306","","",
